term	arousal
a no-brainer	0.044
be sacked	0.044
pitch in	0.044
alma mater	0.044
happy easter	0.044
any longer	0.044
once more	0.044
medicine ball	0.044
chuck it	0.044
pay rise	0.044
senior citizen	0.044
grow from	0.044
all together	0.044
clean water	0.044
bright orange	0.044
mind reader	0.044
faculty member	0.044
vitamin c	0.044
swimming pool	0.044
bond market	0.044
forest green	0.044
lover boy	0.044
window dressing	0.044
dark red	0.044
parental leave	0.044
drop pass	0.044
financial situation	0.044
family medicine	0.044
candy crush	0.044
do wrong	0.044
student loan	0.044
carrier pigeon	0.044
whole nother	0.044
frying pan	0.044
damaged goods	0.044
lock in	0.044
right turn	0.044
common denominator	0.044
dibs on	0.044
major key	0.042
adult male	0.042
spring for	0.042
critically ill	0.042
break off	0.042
double entendre	0.042
mental block	0.042
foregone conclusion	0.042
rip up	0.042
shook up	0.042
wall in	0.042
assistant professor	0.042
market place	0.042
turn away	0.042
first lady	0.042
very negative	0.042
flea market	0.042
biological father	0.042
lost cause	0.042
atlantic canada	0.042
harsh on	0.042
click bait	0.042
girl scout	0.042
sweet spot	0.042
morning shift	0.040
beat down	0.040
bottom feeder	0.040
lawn mower	0.040
self conscious	0.040
anytime soon	0.040
night vision	0.040
smart phone	0.040
cookie cutter	0.040
chicken pox	0.039
best buy	0.038
midterm elections	0.038
sea level	0.038
discourse on	0.038
job creation	0.038
new born	0.038
outside of	0.038
fine example	0.036
ozone layer	0.036
deadbeat dad	0.036
lymph node	0.036
as possible	0.036
crap up	0.036
head to	0.036
revel in	0.036
all gone	0.036
pin down	0.036
grocery list	0.036
halfway decent	0.036
brain drain	0.036
golden years	0.036
face value	0.036
boy scouts	0.036
ad libs	0.036
prime minister	0.036
churn out	0.036
concrete jungle	0.036
health check	0.036
prince charming	0.036
real time	0.034
want from	0.034
plan on	0.034
humpty dumpty	0.034
child care	0.034
beta version	0.034
first nation	0.034
cutting out	0.034
serial number	0.034
time up	0.034
head off	0.034
start time	0.034
new world	0.034
true north	0.034
young lady	0.034
rear window	0.034
project manager	0.034
life insurance	0.034
secret weapon	0.034
background check	0.034
body type	0.034
rising tide	0.034
inflation rate	0.034
mind you	0.034
civil suit	0.034
first dibs	0.034
problem solving	0.034
eye candy	0.034
drawing board	0.034
take away	0.034
progress to	0.034
designated driver	0.034
jail cell	0.034
bridal shower	0.034
play to	0.034
air guitar	0.034
work day	0.034
to come	0.034
full term	0.034
slip on	0.034
hard knocks	0.034
usher in	0.034
happen by	0.034
reverse split	0.034
office work	0.032
great dane	0.032
heaven sent	0.032
stock up	0.032
partake in	0.032
on business	0.032
dressed up	0.032
well versed	0.032
split up	0.032
pull on	0.032
foray into	0.032
power company	0.032
first family	0.032
vested interests	0.032
family doctor	0.032
price up	0.032
ball hockey	0.032
surgeon general	0.032
starting line	0.032
top shelf	0.032
retail therapy	0.032
resort to	0.032
you bet	0.032
online dating	0.032
price point	0.032
far fetched	0.032
my bad	0.032
time flies	0.032
most certainly	0.032
stick up	0.032
hit list	0.032
mental note	0.032
extension cord	0.032
mix in	0.032
rat on	0.032
regular guy	0.032
upper deck	0.032
cry for	0.032
opposed to	0.032
grow in	0.032
plane ticket	0.032
charge it	0.032
mulled wine	0.032
young man	0.032
deep freeze	0.032
widely known	0.032
impose on	0.032
u turn	0.032
american express	0.032
pay cash	0.032
tire pressure	0.032
duct tape	0.032
web design	0.032
run dry	0.032
find fault	0.032
pull in	0.032
tack on	0.032
to heart	0.032
take stock	0.032
purple heart	0.032
summer months	0.032
mess around	0.032
feast on	0.032
inner workings	0.032
play out	0.032
set against	0.032
full moon	0.032
straight year	0.032
drop back	0.032
match play	0.032
soccer field	0.032
open mind	0.032
sign language	0.032
east asia	0.032
on trend	0.032
see around	0.032
drag queen	0.032
family court	0.032
eating you	0.032
frat house	0.032
band together	0.032
god willing	0.032
blurt out	0.032
veterans day	0.032
deal out	0.032
attorney general	0.032
space station	0.032
bowling green	0.032
get across	0.032
first generation	0.032
dwell on	0.032
think up	0.032
special education	0.032
bad feeling	0.032
hell no	0.032
blow it	0.032
deep space	0.032
fiddle with	0.032
tax hike	0.032
go away	0.032
skill set	0.032
attach to	0.032
district court	0.032
rain shower	0.032
home court	0.032
talk on	0.032
pony up	0.032
come by	0.032
young woman	0.032
ambient music	0.032
supply side	0.032
buzz off	0.032
good deal	0.032
straight answer	0.032
musical chairs	0.030
spray tan	0.030
pina colada	0.030
people person	0.030
side show	0.030
rule in	0.030
fall for	0.030
steering wheel	0.030
oodles of	0.030
balance sheet	0.030
main street	0.030
pair up	0.030
time zone	0.030
decision maker	0.030
good story	0.030
grow over	0.030
broad brush	0.030
big screen	0.030
pinot grigio	0.030
day camp	0.030
quebec city	0.030
hit it	0.030
very good	0.030
blue jays	0.030
heading back	0.030
head office	0.030
blow off	0.030
chicken breast	0.030
grow apart	0.030
quality time	0.030
house music	0.030
cheap shot	0.030
annual meeting	0.030
do it	0.030
all inclusive	0.030
scratch that	0.030
good heavens	0.030
best thing	0.030
new ways	0.030
whole world	0.030
pop quiz	0.030
the most	0.030
at work	0.030
grow into	0.030
pet peeve	0.030
state house	0.030
private parts	0.030
all aboard	0.030
under warranty	0.030
make out	0.030
parallel park	0.030
prog rock	0.030
gag order	0.030
show respect	0.030
food processor	0.030
look here	0.030
coffee machine	0.030
school system	0.030
get ready	0.030
straight back	0.030
high class	0.030
hair dresser	0.030
saw at	0.030
primary school	0.030
control system	0.030
figure out	0.030
smack dab	0.030
water slide	0.030
horseback riding	0.030
cab driver	0.030
man bun	0.030
water supply	0.030
bounce off	0.030
vocal chords	0.030
light on	0.030
share price	0.030
tax evasion	0.030
amateur hour	0.030
judicial system	0.030
iron fist	0.030
live by	0.030
pack up	0.030
long history	0.030
double tap	0.030
national flag	0.028
focal point	0.028
yoga studio	0.028
double blind	0.028
come under	0.028
container ship	0.028
grow on	0.028
wrong doing	0.028
talking head	0.028
like crack	0.028
grind on	0.028
beauty queen	0.028
freezing cold	0.028
periodic table	0.028
sales tax	0.028
adhere to	0.028
back atcha	0.028
track record	0.028
treat to	0.028
futures contract	0.028
arranged marriage	0.028
money's worth	0.028
split on	0.028
best bet	0.028
user friendly	0.028
every week	0.028
talk time	0.028
trade school	0.028
last resort	0.028
win in	0.028
school zone	0.028
come for	0.028
huge difference	0.028
the city	0.028
christmas carol	0.028
monster truck	0.028
personal relationship	0.028
lip sync	0.026
meat loaf	0.026
marry me	0.026
before hand	0.026
deserving of	0.026
high schooler	0.026
special ed	0.026
swear in	0.026
eating disorder	0.026
wise to	0.026
fan out	0.024
join you	0.024
dirty money	0.024
continuing education	0.024
be on	0.024
dub in	0.024
heaven forbid	0.022
faux pas	0.022
gang up	0.022
hand sanitizer	0.022
get there	0.022
air travel	0.022
jump at	0.022
trade up	0.022
body hair	0.022
metric system	0.022
head in	0.022
in flight	0.022
go past	0.022
call option	0.022
pleased with	0.020
soul sister	0.020
somewhat positive	0.020
bad ideas	0.020
first quarter	0.020
capped off	0.020
cloud computing	0.018
shore up	0.018
decide on	0.018
gear to	0.018
that said	0.018
population density	0.018
lucky dog	0.018
lead time	0.018
dead tired	0.018
dig up	0.018
to perfection	0.018
clear view	0.018
bank on	0.018
female body	0.018
it's snowing	0.018
spending spree	0.018
camp out	0.018
public school	0.018
theme music	0.018
white christmas	0.018
tennis ball	0.018
lose track	0.018
pipe dream	0.018
holy father	0.018
all around	0.018
take orders	0.018
bite into	0.018
class warfare	0.018
team building	0.018
get past	0.018
cruise control	0.018
go cry	0.018
by heart	0.018
over time	0.016
working day	0.016
start over	0.016
about time	0.016
mind set	0.016
grand total	0.016
new standard	0.016
turning away	0.016
count up	0.016
flush out	0.016
pollen count	0.016
grind out	0.016
a plus	0.016
pull for	0.016
fall guy	0.016
go downhill	0.016
work schedule	0.016
very much	0.016
first born	0.016
buy in	0.016
bear on	0.016
key component	0.016
child support	0.016
mass grave	0.016
wear on	0.016
gas light	0.016
common courtesy	0.016
come before	0.016
drive off	0.016
gay man	0.016
in stock	0.016
hot toddy	0.016
true meaning	0.016
wrong way	0.016
save face	0.016
mainland china	0.016
stuck on	0.016
quick question	0.016
pop on	0.016
set up	0.016
atlantic ocean	0.016
calling card	0.016
starter kit	0.016
cope with	0.016
move in	0.016
jam on	0.016
day trip	0.016
tear up	0.016
dream up	0.016
good faith	0.016
happen on	0.016
visit on	0.016
fill out	0.016
from hell	0.016
air horn	0.016
crash out	0.016
mother tongue	0.016
honour system	0.016
name brand	0.016
dump truck	0.016
gingerbread house	0.016
make good	0.016
send out	0.016
right on	0.016
get in	0.016
tune up	0.016
graphic novel	0.016
mind numbing	0.016
membership card	0.016
founding member	0.016
private enterprise	0.016
once again	0.016
pass around	0.016
give away	0.016
pop in	0.016
house arrest	0.016
first trimester	0.016
heaven knows	0.016
general public	0.016
bat in	0.016
put under	0.016
for real	0.016
fried shrimp	0.016
garage sale	0.016
public radio	0.016
poster child	0.016
auto insurance	0.016
dog on	0.016
main reason	0.016
light into	0.016
dumbing down	0.016
zip it	0.016
tune in	0.016
buckle down	0.016
book fair	0.016
open house	0.016
general hospital	0.016
beaten up	0.016
blue chip	0.016
large amount	0.016
hang onto	0.016
clock tower	0.016
next best	0.016
big up	0.016
white women	0.016
hair stylist	0.016
service fee	0.016
graduate school	0.016
first down	0.016
sixth sense	0.016
on it	0.016
baggage claim	0.016
probable cause	0.016
border on	0.016
social club	0.016
cross paths	0.016
test out	0.016
what the	0.016
further away	0.016
accustomed to	0.016
clock in	0.016
back into	0.016
kick back	0.016
oil company	0.016
have against	0.016
lecture hall	0.016
in front	0.016
faze me	0.016
no kidding	0.016
crown jewel	0.016
bridle path	0.016
private company	0.016
bus lane	0.016
be through	0.016
bother to	0.016
atlantic provinces	0.016
question mark	0.016
dead zone	0.016
fess up	0.016
start off	0.016
breast feeding	0.016
hinge on	0.016
life style	0.016
move about	0.016
flip side	0.016
graphics card	0.016
eternally grateful	0.016
feature in	0.016
hook on	0.016
aim for	0.016
match day	0.016
wrapped up	0.016
push through	0.016
en masse	0.016
main thing	0.016
buy that	0.016
get you	0.016
straight forward	0.016
every other	0.016
problem with	0.014
take heed	0.014
quarter mile	0.014
sweat it	0.014
pacific time	0.014
snap at	0.014
weight loss	0.014
test drive	0.014
faith in	0.014
bounce back	0.014
med school	0.014
cut into	0.014
gay male	0.014
play back	0.014
self defense	0.014
happy hour	0.014
foreign aid	0.014
playoff game	0.014
double bill	0.014
double take	0.014
raw deal	0.014
shipping company	0.014
feed into	0.014
light speed	0.014
national anthem	0.014
all nations	0.014
chess game	0.014
pull that	0.014
work on	0.014
bronze medal	0.014
high top	0.014
under water	0.014
ready for	0.014
sharp cheddar	0.014
spin around	0.014
first principles	0.014
city planning	0.014
estate tax	0.014
good grief	0.014
college student	0.014
can opener	0.014
more like	0.014
foul language	0.014
great one	0.014
screen pass	0.014
spell out	0.014
monsoon season	0.014
damage to	0.014
draft board	0.014
beware of	0.014
ski mask	0.014
buy back	0.014
blue state	0.014
fake out	0.014
time consuming	0.014
health insurance	0.014
destined for	0.014
title track	0.014
stem cell	0.014
gay men	0.014
cast out	0.014
pattern on	0.012
no way	0.012
pro bono	0.012
beer belly	0.012
rec room	0.012
life coach	0.012
report to	0.012
hot on	0.012
comparable to	0.012
move into	0.012
out loud	0.012
interest free	0.012
boob job	0.012
lyme disease	0.012
victory lap	0.012
well meaning	0.012
talk with	0.010
liberal party	0.010
scream for	0.010
rose garden	0.010
data management	0.010
knowledge base	0.010
jim crow	0.010
lay up	0.008
root beer	0.001
second thoughts	0.000
come near	0.000
pour out	0.000
secondary education	0.000
fade away	0.000
toll road	0.000
eye patch	0.000
get down	0.000
country club	0.000
put together	0.000
gas station	0.000
water heater	0.000
off guard	0.000
talk down	0.000
dawn on	0.000
big hair	0.000
window shopping	0.000
home stretch	0.000
ground in	0.000
ground rule	0.000
writer's block	0.000
shopping centre	0.000
tell all	0.000
off road	0.000
chicken wings	0.000
high time	0.000
bike path	0.000
surrender to	0.000
front seat	0.000
raise up	0.000
in memoriam	0.000
sing along	0.000
cut in	0.000
dirt cheap	0.000
magic number	0.000
pass along	0.000
cash in	0.000
mirror image	0.000
eat on	0.000
in shape	0.000
slave trade	0.000
technical foul	0.000
weight watchers	0.000
selling point	0.000
head ache	0.000
lead off	0.000
dollar bill	0.000
have young	0.000
mash up	0.000
cold blood	0.000
parent company	0.000
for cause	0.000
well paid	0.000
jet lag	0.000
kitchen sink	0.000
whole family	0.000
great wall	0.000
read up	0.000
dark room	0.000
curve ball	0.000
fair market	0.000
on cue	0.000
university student	0.000
dance off	0.000
pen pal	0.000
yo yo	0.000
cough drops	0.000
look upon	0.000
get nowhere	0.000
white horse	0.000
bright side	0.000
early on	0.000
hidden agenda	0.000
school principal	0.000
wrong turn	0.000
golden girl	0.000
circadian rhythm	0.000
punch down	0.000
phase me	0.000
true value	0.000
inferior to	0.000
booty shorts	0.000
hair cut	0.000
dolled up	0.000
hoop earrings	0.000
look into	0.000
mixed up	0.000
memorial day	0.000
candy shop	0.000
squeeze into	0.000
name dropping	0.000
court house	0.000
gift certificate	0.000
paternity leave	0.000
drop out	0.000
call out	0.000
season ticket	0.000
it's raining	0.000
within reach	0.000
see red	0.000
roll back	0.000
tear jerker	0.000
bitter end	0.000
christmas present	0.000
eternal life	0.000
study abroad	0.000
take forever	0.000
straight days	0.000
wipe away	0.000
flash on	0.000
best seller	0.000
straight down	0.000
go up	0.000
part ways	0.000
wing nut	0.000
human condition	0.000
screen door	0.000
think over	0.000
black community	0.000
dedicate to	0.000
in public	0.000
gain on	0.000
boy scout	0.000
road construction	0.000
night shift	0.000
car traffic	0.000
guardian angel	0.000
whichever one	0.000
art form	0.000
grad student	0.000
step in	0.000
play list	0.000
call for	0.000
argue over	0.000
in debt	0.000
move away	0.000
travel by	0.000
go through	0.000
life jacket	0.000
make clear	0.000
wide open	0.000
hold true	0.000
spray bottle	0.000
missing person	0.000
true love	0.000
day trader	0.000
department store	0.000
inside job	0.000
blah blah	0.000
hot tub	0.000
death certificate	0.000
free ride	0.000
small fortune	0.000
leather jacket	0.000
take place	0.000
glory in	0.000
show off	0.000
have respect	0.000
take cover	0.000
home delivery	0.000
national bank	0.000
budget for	0.000
fair play	0.000
writing style	0.000
travel back	0.000
law school	0.000
sea lion	0.000
umbilical cord	0.000
patron saint	0.000
build around	0.000
spoken for	0.000
break into	0.000
frontal lobe	0.000
golf clubs	0.000
hand up	0.000
yet again	0.000
tip off	0.000
hot coffee	0.000
please with	0.000
money tree	0.000
under way	0.000
play along	0.000
hidden gem	0.000
trip out	0.000
walking distance	0.000
take credit	0.000
